	 Testing Card: salvager 
branch  0 taken 88%
branch  1 taken 13% (fallthrough)
        -:  154:	{
      182:  155:	  state->deck[i][j] = copper;
      182:  156:	  state->deckCount[i]++;		
        -:  157:	}
        -:  158:    }
        -:  159:
        -:  160:  //shuffle player decks
       39:  161:  for (i = 0; i < numPlayers; i++)
branch  0 taken 67%
branch  1 taken 33% (fallthrough)
        -:  162:    {
       26:  163:      if ( shuffle(i, state) < 0 )
call    0 returned 100%
branch  1 taken 0% (fallthrough)
branch  2 taken 100%
        -:  164:	{
    #####:  165:	  return -1;
        -:  166:	}
        -:  167:    }
        -:  168:
        -:  169:  //draw player hands
       39:  170:  for (i = 0; i < numPlayers; i++)
branch  0 taken 67%
branch  1 taken 33% (fallthrough)
        -:  171:    {  
        -:  172:      //initialize hand size to zero
       26:  173:      state->handCount[i] = 0;
       26:  174:      state->discardCount[i] = 0;
        -:  175:      //draw 5 cards
        -:  176:      // for (j = 0; j < 5; j++)
        -:  177:      //	{
        -:  178:      //	  drawCard(i, state);
        -:  179:      //	}
        -:  180:    }
        -:  181:  
        -:  182:  //set embargo tokens to 0 for all supply piles
      364:  183:  for (i = 0; i <= treasure_map; i++)
branch  0 taken 96%
branch  1 taken 4% (fallthrough)
        -:  184:    {
      351:  185:      state->embargoTokens[i] = 0;
        -:  186:    }
        -:  187:
        -:  188:  //initialize first player's turn
       13:  189:  state->outpostPlayed = 0;
       13:  190:  state->phase = 0;
       13:  191:  state->numActions = 1;
       13:  192:  state->numBuys = 1;
       13:  193:  state->playedCardCount = 0;
       13:  194:  state->whoseTurn = 0;
       13:  195:  state->handCount[state->whoseTurn] = 0;
        -:  196:  //int it; move to top
        -:  197:
        -:  198:  //Moved draw cards to here, only drawing at the start of a turn
       78:  199:  for (it = 0; it < 5; it++){
branch  0 taken 83%
branch  1 taken 17% (fallthrough)
       65:  200:    drawCard(state->whoseTurn, state);
call    0 returned 100%
        -:  201:  }
        -:  202:
       13:  203:  updateCoins(state->whoseTurn, state, 0);
call    0 returned 100%
        -:  204:
       13:  205:  return 0;
        -:  206:}
        -:  207:
function shuffle called 149 returned 100% blocks executed 100%
      149:  208:int shuffle(int player, struct gameState *state) {
        -:  209: 
        -:  210:
        -:  211:  int newDeck[MAX_DECK];
      149:  212:  int newDeckPos = 0;
        -:  213:  int card;
        -:  214:  int i;
        -:  215:
      149:  216:  if (state->deckCount[player] < 1)
branch  0 taken 21% (fallthrough)
branch  1 taken 79%
       32:  217:    return -1;
      117:  218:  qsort ((void*)(state->deck[player]), state->deckCount[player], sizeof(int), compare); 
call    0 returned 100%
        -:  219:  /* SORT CARDS IN DECK TO ENSURE DETERMINISM! */
        -:  220:
    10057:  221:  while (state->deckCount[player] > 0) {
branch  0 taken 99%
branch  1 taken 1% (fallthrough)
     9823:  222:    card = floor(Random() * state->deckCount[player]);
call    0 returned 100%
     9823:  223:    newDeck[newDeckPos] = state->deck[player][card];
     9823:  224:    newDeckPos++;
   781133:  225:    for (i = card; i < state->deckCount[player]-1; i++) {
branch  0 taken 99%
branch  1 taken 1% (fallthrough)
   771310:  226:      state->deck[player][i] = state->deck[player][i+1];
        -:  227:    }
     9823:  228:    state->deckCount[player]--;
        -:  229:  }
     9940:  230:  for (i = 0; i < newDeckPos; i++) {
branch  0 taken 99%
branch  1 taken 1% (fallthrough)
     9823:  231:    state->deck[player][i] = newDeck[i];
     9823:  232:    state->deckCount[player]++;
        -:  233:  }
        -:  234:
      117:  235:  return 0;
        -:  236:}
        -:  237:
function playCard called 0 returned 0% blocks executed 0%
    #####:  238:int playCard(int handPos, int choice1, int choice2, int choice3, struct gameState *state) 
        -:  239:{	
        -:  240:  int card;
    #####:  241:  int coin_bonus = 0; 		//tracks coins gain from actions
        -:  242:
        -:  243:  //check if it is the right phase
    #####:  244:  if (state->phase != 0)
branch  0 never executed
branch  1 never executed
        -:  245:    {
    #####:  246:      return -1;
        -:  247:    }
        -:  248:	
        -:  249:  //check if player has enough actions
    #####:  250:  if ( state->numActions < 1 )
branch  0 never executed
branch  1 never executed
        -:  251:    {
    #####:  252:      return -1;
        -:  253:    }
        -:  254:	
        -:  255:  //get card played
    #####:  256:  card = handCard(handPos, state);
call    0 never executed
        -:  257:	
        -:  258:  //check if selected card is an action
    #####:  259:  if ( card < adventurer || card > treasure_map )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  260:    {
    #####:  261:      return -1;
        -:  262:    }
        -:  263:	
        -:  264:  //play card
    #####:  265:  if ( cardEffect(card, choice1, choice2, choice3, state, handPos, &coin_bonus) < 0 )
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  266:    {
    #####:  267:      return -1;
        -:  268:    }
        -:  269:	
        -:  270:  //reduce number of actions
    #####:  271:  state->numActions--;
        -:  272:
        -:  273:  //update coins (Treasure cards may be added with card draws)
    #####:  274:  updateCoins(state->whoseTurn, state, coin_bonus);
call    0 never executed
        -:  275:	
    #####:  276:  return 0;
        -:  277:}
        -:  278:
function buyCard called 0 returned 0% blocks executed 0%
    #####:  279:int buyCard(int supplyPos, struct gameState *state) {
        -:  280:  int who;
        -:  281:  if (DEBUG){
        -:  282:    printf("Entering buyCard...\n");
        -:  283:  }
        -:  284:
        -:  285:  // I don't know what to do about the phase thing.
        -:  286:
    #####:  287:  who = state->whoseTurn;
        -:  288:
    #####:  289:  if (state->numBuys < 1){
branch  0 never executed
branch  1 never executed
        -:  290:    if (DEBUG)
        -:  291:      printf("You do not have any buys left\n");
    #####:  292:    return -1;
    #####:  293:  } else if (supplyCount(supplyPos, state) <1){
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  294:    if (DEBUG)
        -:  295:      printf("There are not any of that type of card left\n");
    #####:  296:    return -1;
    #####:  297:  } else if (state->coins < getCost(supplyPos)){
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  298:    if (DEBUG) 
        -:  299:      printf("You do not have enough money to buy that. You have %d coins.\n", state->coins);
    #####:  300:    return -1;
        -:  301:  } else {
    #####:  302:    state->phase=1;
        -:  303:    //state->supplyCount[supplyPos]--;
    #####:  304:    gainCard(supplyPos, state, 0, who); //card goes in discard, this might be wrong.. (2 means goes into hand, 0 goes into discard)
call    0 never executed
        -:  305:  
    #####:  306:    state->coins = (state->coins) - (getCost(supplyPos));
call    0 never executed
    #####:  307:    state->numBuys--;
        -:  308:    if (DEBUG)
        -:  309:      printf("You bought card number %d for %d coins. You now have %d buys and %d coins.\n", supplyPos, getCost(supplyPos), state->numBuys, state->coins);
        -:  310:  }
        -:  311:
        -:  312:  //state->discard[who][state->discardCount[who]] = supplyPos;
        -:  313:  //state->discardCount[who]++;
        -:  314:    
    #####:  315:  return 0;
        -:  316:}
        -:  317:
function numHandCards called 0 returned 0% blocks executed 0%
    #####:  318:int numHandCards(struct gameState *state) {
    #####:  319:  return state->handCount[ whoseTurn(state) ];
call    0 never executed
        -:  320:}
        -:  321:
function handCard called 50000 returned 100% blocks executed 100%
    50000:  322:int handCard(int handPos, struct gameState *state) {
    50000:  323:  int currentPlayer = whoseTurn(state);
call    0 returned 100%
    50000:  324:  return state->hand[currentPlayer][handPos];
        -:  325:}
        -:  326:
function supplyCount called 0 returned 0% blocks executed 0%
    #####:  327:int supplyCount(int card, struct gameState *state) {
    #####:  328:  return state->supplyCount[card];
        -:  329:}
        -:  330:
function fullDeckCount called 0 returned 0% blocks executed 0%
    #####:  331:int fullDeckCount(int player, int card, struct gameState *state) {
        -:  332:  int i;
    #####:  333:  int count = 0;
        -:  334:
    #####:  335:  for (i = 0; i < state->deckCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  336:    {
    #####:  337:      if (state->deck[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
        -:  338:    }
        -:  339:
    #####:  340:  for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  341:    {
    #####:  342:      if (state->hand[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
        -:  343:    }
        -:  344:
    #####:  345:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  346:    {
    #####:  347:      if (state->discard[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
        -:  348:    }
        -:  349:
    #####:  350:  return count;
        -:  351:}
        -:  352:
function whoseTurn called 79400 returned 100% blocks executed 100%
    79400:  353:int whoseTurn(struct gameState *state) {
    79400:  354:  return state->whoseTurn;
        -:  355:}
        -:  356:
function endTurn called 0 returned 0% blocks executed 0%
    #####:  357:int endTurn(struct gameState *state) {
        -:  358:  int k;
        -:  359:  int i;
    #####:  360:  int currentPlayer = whoseTurn(state);
call    0 never executed
        -:  361:  
        -:  362:  //Discard hand
    #####:  363:  for (i = 0; i < state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  364:    state->discard[currentPlayer][state->discardCount[currentPlayer]++] = state->hand[currentPlayer][i];//Discard
    #####:  365:    state->hand[currentPlayer][i] = -1;//Set card to -1
        -:  366:  }
    #####:  367:  state->handCount[currentPlayer] = 0;//Reset hand count
        -:  368:    
        -:  369:  //Code for determining the player
    #####:  370:  if (currentPlayer < (state->numPlayers - 1)){ 
branch  0 never executed
branch  1 never executed
    #####:  371:    state->whoseTurn = currentPlayer + 1;//Still safe to increment
        -:  372:  }
        -:  373:  else{
    #####:  374:    state->whoseTurn = 0;//Max player has been reached, loop back around to player 1
        -:  375:  }
        -:  376:
    #####:  377:  state->outpostPlayed = 0;
    #####:  378:  state->phase = 0;
    #####:  379:  state->numActions = 1;
    #####:  380:  state->coins = 0;
    #####:  381:  state->numBuys = 1;
    #####:  382:  state->playedCardCount = 0;
    #####:  383:  state->handCount[state->whoseTurn] = 0;
        -:  384:
        -:  385:  //int k; move to top
        -:  386:  //Next player draws hand
    #####:  387:  for (k = 0; k < 5; k++){
branch  0 never executed
branch  1 never executed
    #####:  388:    drawCard(state->whoseTurn, state);//Draw a card
call    0 never executed
        -:  389:  }
        -:  390:
        -:  391:  //Update money
    #####:  392:  updateCoins(state->whoseTurn, state , 0);
call    0 never executed
        -:  393:
    #####:  394:  return 0;
        -:  395:}
        -:  396:
function isGameOver called 0 returned 0% blocks executed 0%
    #####:  397:int isGameOver(struct gameState *state) {
        -:  398:  int i;
        -:  399:  int j;
        -:  400:	
        -:  401:  //if stack of Province cards is empty, the game ends
    #####:  402:  if (state->supplyCount[province] == 0)
branch  0 never executed
branch  1 never executed
        -:  403:    {
    #####:  404:      return 1;
        -:  405:    }
        -:  406:
        -:  407:  //if three supply pile are at 0, the game ends
    #####:  408:  j = 0;
    #####:  409:  for (i = 0; i < 25; i++)
branch  0 never executed
branch  1 never executed
        -:  410:    {
    #####:  411:      if (state->supplyCount[i] == 0)
branch  0 never executed
branch  1 never executed
        -:  412:	{
    #####:  413:	  j++;
        -:  414:	}
        -:  415:    }
    #####:  416:  if ( j >= 3)
branch  0 never executed
branch  1 never executed
        -:  417:    {
    #####:  418:      return 1;
        -:  419:    }
        -:  420:
    #####:  421:  return 0;
        -:  422:}
        -:  423:
function scoreFor called 0 returned 0% blocks executed 0%
    #####:  424:int scoreFor (int player, struct gameState *state) {
        -:  425:
        -:  426:  int i;
    #####:  427:  int score = 0;
        -:  428:  //score from hand
    #####:  429:  for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  430:    {
    #####:  431:      if (state->hand[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  432:      if (state->hand[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  433:      if (state->hand[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  434:      if (state->hand[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  435:      if (state->hand[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  436:      if (state->hand[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  437:    }
        -:  438:
        -:  439:  //score from discard
    #####:  440:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  441:    {
    #####:  442:      if (state->discard[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  443:      if (state->discard[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  444:      if (state->discard[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  445:      if (state->discard[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  446:      if (state->discard[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  447:      if (state->discard[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  448:    }
        -:  449:
        -:  450:  //score from deck
    #####:  451:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  452:    {
    #####:  453:      if (state->deck[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  454:      if (state->deck[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  455:      if (state->deck[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  456:      if (state->deck[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  457:      if (state->deck[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  458:      if (state->deck[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  459:    }
        -:  460:
    #####:  461:  return score;
        -:  462:}
        -:  463:
function getWinners called 0 returned 0% blocks executed 0%
    #####:  464:int getWinners(int players[MAX_PLAYERS], struct gameState *state) {
        -:  465:  int i;	
        -:  466:  int j;
        -:  467:  int highScore;
        -:  468:  int currentPlayer;
        -:  469:
        -:  470:  //get score for each player
    #####:  471:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  472:    {
        -:  473:      //set unused player scores to -9999
    #####:  474:      if (i >= state->numPlayers)
branch  0 never executed
branch  1 never executed
        -:  475:	{
    #####:  476:	  players[i] = -9999;
        -:  477:	}
        -:  478:      else
        -:  479:	{
    #####:  480:	  players[i] = scoreFor (i, state);
call    0 never executed
        -:  481:	}
        -:  482:    }
        -:  483:
        -:  484:  //find highest score
    #####:  485:  j = 0;
    #####:  486:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  487:    {
    #####:  488:      if (players[i] > players[j])
branch  0 never executed
branch  1 never executed
        -:  489:	{
    #####:  490:	  j = i;
        -:  491:	}
        -:  492:    }
    #####:  493:  highScore = players[j];
        -:  494:
        -:  495:  //add 1 to players who had less turns
    #####:  496:  currentPlayer = whoseTurn(state);
call    0 never executed
    #####:  497:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  498:    {
    #####:  499:      if ( players[i] == highScore && i > currentPlayer )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  500:	{
    #####:  501:	  players[i]++;
        -:  502:	}
        -:  503:    }
        -:  504:
        -:  505:  //find new highest score
    #####:  506:  j = 0;
    #####:  507:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  508:    {
    #####:  509:      if ( players[i] > players[j] )
branch  0 never executed
branch  1 never executed
        -:  510:	{
    #####:  511:	  j = i;
        -:  512:	}
        -:  513:    }
    #####:  514:  highScore = players[j];
        -:  515:
        -:  516:  //set winners in array to 1 and rest to 0
    #####:  517:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  518:    {
    #####:  519:      if ( players[i] == highScore )
branch  0 never executed
branch  1 never executed
        -:  520:	{
    #####:  521:	  players[i] = 1;
        -:  522:	}
        -:  523:      else
        -:  524:	{
    #####:  525:	  players[i] = 0;
        -:  526:	}
        -:  527:    }
        -:  528:
    #####:  529:  return 0;
        -:  530:}
        -:  531:
function drawCard called 66842 returned 100% blocks executed 92%
    66842:  532:int drawCard(int player, struct gameState *state)
        -:  533:{	int count;
        -:  534:  int deckCounter;
    66842:  535:  if (state->deckCount[player] <= 0){//Deck is empty
branch  0 taken 1% (fallthrough)
branch  1 taken 99%
        -:  536:    
        -:  537:    //Step 1 Shuffle the discard pile back into a deck
        -:  538:    int i;
        -:  539:    //Move discard to deck
     9536:  540:    for (i = 0; i < state->discardCount[player];i++){
branch  0 taken 99%
branch  1 taken 1% (fallthrough)
     9504:  541:      state->deck[player][i] = state->discard[player][i];
     9504:  542:      state->discard[player][i] = -1;
        -:  543:    }
        -:  544:
       32:  545:    state->deckCount[player] = state->discardCount[player];
       32:  546:    state->discardCount[player] = 0;//Reset discard
        -:  547:
        -:  548:    //Shufffle the deck
       32:  549:    shuffle(player, state);//Shuffle the deck up and make it so that we can draw
call    0 returned 100%
        -:  550:   
        -:  551:    if (DEBUG){//Debug statements
        -:  552:      printf("Deck count now: %d\n", state->deckCount[player]);
        -:  553:    }
        -:  554:    
       32:  555:    state->discardCount[player] = 0;
        -:  556:
        -:  557:    //Step 2 Draw Card
       32:  558:    count = state->handCount[player];//Get current player's hand count
        -:  559:    
        -:  560:    if (DEBUG){//Debug statements
        -:  561:      printf("Current hand count: %d\n", count);
        -:  562:    }
        -:  563:    
       32:  564:    deckCounter = state->deckCount[player];//Create a holder for the deck count
        -:  565:
       32:  566:    if (deckCounter == 0)
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  567:      return -1;
        -:  568:
       32:  569:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to hand
       32:  570:    state->deckCount[player]--;
       32:  571:    state->handCount[player]++;//Increment hand count
        -:  572:  }
        -:  573:
        -:  574:  else{
    66810:  575:    int count = state->handCount[player];//Get current hand count for player
        -:  576:    int deckCounter;
        -:  577:    if (DEBUG){//Debug statements
        -:  578:      printf("Current hand count: %d\n", count);
        -:  579:    }
        -:  580:
    66810:  581:    deckCounter = state->deckCount[player];//Create holder for the deck count
    66810:  582:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to the hand
    66810:  583:    state->deckCount[player]--;
    66810:  584:    state->handCount[player]++;//Increment hand count
        -:  585:  }
        -:  586:
    66842:  587:  return 0;
        -:  588:}
        -:  589:
function getCost called 50000 returned 100% blocks executed 93%
    50000:  590:int getCost(int cardNumber)
        -:  591:{
    50000:  592:  switch( cardNumber ) 
branch  0 taken 4%
branch  1 taken 4%
branch  2 taken 3%
branch  3 taken 4%
branch  4 taken 4%
branch  5 taken 4%
branch  6 taken 4%
branch  7 taken 4%
branch  8 taken 4%
branch  9 taken 4%
branch 10 taken 4%
branch 11 taken 4%
branch 12 taken 3%
branch 13 taken 4%
branch 14 taken 4%
branch 15 taken 4%
branch 16 taken 4%
branch 17 taken 4%
branch 18 taken 4%
branch 19 taken 4%
branch 20 taken 4%
branch 21 taken 4%
branch 22 taken 4%
branch 23 taken 3%
branch 24 taken 4%
branch 25 taken 4%
branch 26 taken 0%
branch 27 taken 0%
        -:  593:    {
        -:  594:    case curse:
     2070:  595:      return 0;
        -:  596:    case estate:
     1790:  597:      return 2;
        -:  598:    case duchy:
     1680:  599:      return 5;
        -:  600:    case province:
     1840:  601:      return 8;
        -:  602:    case copper:
     1750:  603:      return 0;
        -:  604:    case silver:
     1830:  605:      return 3;
        -:  606:    case gold:
     2030:  607:      return 6;
        -:  608:    case adventurer:
     1950:  609:      return 6;
        -:  610:    case council_room:
     2220:  611:      return 5;
        -:  612:    case feast:
     2050:  613:      return 4;
        -:  614:    case gardens:
     1960:  615:      return 4;
        -:  616:    case mine:
     1920:  617:      return 5;
        -:  618:    case remodel:
     1740:  619:      return 4;
        -:  620:    case smithy:
     1890:  621:      return 4;
        -:  622:    case village:
     1920:  623:      return 3;
        -:  624:    case baron:
     1780:  625:      return 4;
        -:  626:    case great_hall:
     2090:  627:      return 3;
        -:  628:    case minion:
     2150:  629:      return 5;
        -:  630:    case steward:
     1930:  631:      return 3;
        -:  632:    case tribute:
     2180:  633:      return 5;
        -:  634:    case ambassador:
     1820:  635:      return 3;
        -:  636:    case cutpurse:
     1860:  637:      return 4;
        -:  638:    case embargo: 
     1960:  639:      return 2;
        -:  640:    case outpost:
     1690:  641:      return 5;
        -:  642:    case salvager:
     1920:  643:      return 4;
        -:  644:    case sea_hag:
     1980:  645:      return 4;
        -:  646:    case treasure_map:
    #####:  647:      return 4;
        -:  648:    }
        -:  649:	
    #####:  650:  return -1;
        -:  651:}
        -:  652:
function cardEffect called 29400 returned 100% blocks executed 8%
    29400:  653:int cardEffect(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int *bonus)
        -:  654:{
        -:  655:  int i;
        -:  656:  int j;
        -:  657:  int k;
        -:  658:  int x;
        -:  659:  int index;
    29400:  660:  int currentPlayer = whoseTurn(state);
call    0 returned 100%
    29400:  661:  int nextPlayer = currentPlayer + 1;
        -:  662:
    29400:  663:  int tributeRevealedCards[2] = {-1, -1};
        -:  664:  int temphand[MAX_HAND];// moved above the if statement
    29400:  665:  int drawntreasure=0;
        -:  666:  int cardDrawn;
    29400:  667:  int z = 0;// this is the counter for the temp hand
    29400:  668:  if (nextPlayer > (state->numPlayers - 1)){
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  669:    nextPlayer = 0;
        -:  670:  }
        -:  671:  
        -:  672:
        -:  673:
    29400:  674:	if (card == adventurer) {
branch  0 taken 15% (fallthrough)
branch  1 taken 85%
     4400:  675:		_cardAdventurer(currentPlayer, state, drawntreasure, handPos, 0);
call    0 returned 100%
    25000:  676:	} else if (card == smithy) {
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  677:		_cardSmithy(currentPlayer, state, handPos, 0);
call    0 never executed
    25000:  678:	} else if (card == village) {
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  679:		_cardVillage(currentPlayer, state, handPos, 0);
call    0 never executed
    25000:  680:	} else if (card == steward) {
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  681:		_cardSteward(currentPlayer, state, handPos, 0, choice1, choice2, choice3);
call    0 never executed
    25000:  682:	} else if (card == sea_hag) {
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  683:		_cardSeaHag(currentPlayer, state);
call    0 never executed
        -:  684:	}
        -:  685:	
        -:  686:  //uses switch to select card and perform actions
    29400:  687:  switch( card ) 
branch  0 taken 0%
branch  1 taken 0%
branch  2 taken 0%
branch  3 taken 0%
branch  4 taken 0%
branch  5 taken 0%
branch  6 taken 0%
branch  7 taken 0%
branch  8 taken 0%
branch  9 taken 0%
branch 10 taken 0%
branch 11 taken 0%
branch 12 taken 0%
branch 13 taken 85%
branch 14 taken 0%
branch 15 taken 15%
        -:  688:    {
        -:  689:/*
        -:  690:    case adventurer:
        -:  691:      while(drawntreasure<2){
        -:  692:	if (state->deckCount[currentPlayer] <1){//if the deck is empty we need to shuffle discard and add to deck
        -:  693:	  shuffle(currentPlayer, state);
        -:  694:	}
        -:  695:	drawCard(currentPlayer, state);
        -:  696:	cardDrawn = state->hand[currentPlayer][state->handCount[currentPlayer]-1];//top card of hand is most recently drawn card.
        -:  697:	if (cardDrawn == copper || cardDrawn == silver || cardDrawn == gold)
        -:  698:	  drawntreasure++;
        -:  699:	else{
        -:  700:	  temphand[z]=cardDrawn;
        -:  701:	  state->handCount[currentPlayer]--; //this should just remove the top card (the most recently drawn one).
        -:  702:	  z++;
        -:  703:	}
        -:  704:      }
        -:  705:      while(z-1>=0){
        -:  706:	state->discard[currentPlayer][state->discardCount[currentPlayer]++]=temphand[z-1]; // discard all cards in play that have been drawn
        -:  707:	z=z-1;
        -:  708:      }
        -:  709:      return 0;
        -:  710:*/			
        -:  711:    case council_room:
        -:  712:      //+4 Cards
    #####:  713:      for (i = 0; i < 4; i++)
branch  0 never executed
branch  1 never executed
        -:  714:	{
    #####:  715:	  drawCard(currentPlayer, state);
call    0 never executed
        -:  716:	}
        -:  717:			
        -:  718:      //+1 Buy
    #####:  719:      state->numBuys++;
        -:  720:			
        -:  721:      //Each other player draws a card
    #####:  722:      for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -:  723:	{
    #####:  724:	  if ( i != currentPlayer )
branch  0 never executed
branch  1 never executed
        -:  725:	    {
    #####:  726:	      drawCard(i, state);
call    0 never executed
        -:  727:	    }
        -:  728:	}
        -:  729:			
        -:  730:      //put played card in played card pile
    #####:  731:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  732:			
    #####:  733:      return 0;
        -:  734:			
        -:  735:    case feast:
        -:  736:      //gain card with cost up to 5
        -:  737:      //Backup hand
    #####:  738:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  739:	temphand[i] = state->hand[currentPlayer][i];//Backup card
    #####:  740:	state->hand[currentPlayer][i] = -1;//Set to nothing
        -:  741:      }
        -:  742:      //Backup hand
        -:  743:
        -:  744:      //Update Coins for Buy
    #####:  745:      updateCoins(currentPlayer, state, 5);
call    0 never executed
    #####:  746:      x = 1;//Condition to loop on
    #####:  747:      while( x == 1) {//Buy one card
branch  0 never executed
branch  1 never executed
    #####:  748:	if (supplyCount(choice1, state) <= 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  749:	  if (DEBUG)
        -:  750:	    printf("None of that card left, sorry!\n");
        -:  751:
        -:  752:	  if (DEBUG){
        -:  753:	    printf("Cards Left: %d\n", supplyCount(choice1, state));
        -:  754:	  }
        -:  755:	}
    #####:  756:	else if (state->coins < getCost(choice1)){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  757:	  printf("That card is too expensive!\n");
call    0 never executed
        -:  758:
        -:  759:	  if (DEBUG){
        -:  760:	    printf("Coins: %d < %d\n", state->coins, getCost(choice1));
        -:  761:	  }
        -:  762:	}
        -:  763:	else{
        -:  764:
        -:  765:	  if (DEBUG){
        -:  766:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  767:	  }
        -:  768:
    #####:  769:	  gainCard(choice1, state, 0, currentPlayer);//Gain the card
call    0 never executed
    #####:  770:	  x = 0;//No more buying cards
        -:  771:
        -:  772:	  if (DEBUG){
        -:  773:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  774:	  }
        -:  775:
        -:  776:	}
        -:  777:      }     
        -:  778:
        -:  779:      //Reset Hand
    #####:  780:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  781:	state->hand[currentPlayer][i] = temphand[i];
    #####:  782:	temphand[i] = -1;
        -:  783:      }
        -:  784:      //Reset Hand
        -:  785:      			
    #####:  786:      return 0;
        -:  787:			
        -:  788:    case gardens:
    #####:  789:      return -1;
        -:  790:			
        -:  791:    case mine:
    #####:  792:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  793:
    #####:  794:      if (state->hand[currentPlayer][choice1] < copper || state->hand[currentPlayer][choice1] > gold)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  795:	{
    #####:  796:	  return -1;
        -:  797:	}
        -:  798:		
    #####:  799:      if (choice2 > treasure_map || choice2 < curse)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  800:	{
    #####:  801:	  return -1;
        -:  802:	}
        -:  803:
